UI_20150317_000180	{@st45tw2}Количество{/}
UI_20150317_000181	{@st45tw2}Вы хотите создать предмет?
UI_20150317_000182	{@st41}Решать{/}
UI_20150317_000183	Информация о задании
UI_20150317_000184	{@st59}Отменить торговлю{/}
UI_20150317_000185	{@st43}Личная торговля{/}
UI_20150317_000186	Мой список сделок
UI_20150317_000187	Серебро : %s
UI_20150317_000188	Ввод
UI_20150317_000189	{@st41}Принять
UI_20150317_000190	{@st41}Подтвердить
UI_20150317_000191	Список сделок другого персонажа(%s)
UI_20150317_000192	Имя другого персонажа
UI_20150317_000193	{s18}{ol} {gr gradation1}Событие локации{/}
UI_20150317_000194	{s20}{ol}Победить Vubbe Tribe! Хотите присоединиться?
UI_20150317_000195	{s20}{ol}%s Хотите присоединиться?
UI_20150317_000196	{s20}{ol}Участники: (1/5)
UI_20150317_000197	{s20}{ol}Участники : (%s/%s)
UI_20150317_000198	{s20}{ol}Игра начнется через 1 секунду.
UI_20150317_000199	{s20}{ol}Игра начнется через %s секунд.
UI_20150317_000200	Не показывать днем.
UI_20150317_000201	Не показывать Локальные События.
UI_20150317_000202	Присоединиться к игре
UI_20150317_000203	Начать игру с другими игроками.
UI_20150317_000204	Не присоединяться к игре.
UI_20150317_000205	Предустановки Распылителя
UI_20150317_000206	{@st49}Выбрать{/}
UI_20150317_000207	{@st49}Отмена{/}
UI_20150317_000208	{@st49}Удалить{/}
UI_20150317_000209	Введите название файла для сохранения.
UI_20150317_000210	{@st43}Друзья
UI_20150317_000211	{@st59}Закрыть список Друзей{/}
UI_20150317_000212	{@st59b} Друг {nl} {@st59s} - Подружитесь с другими игроками {nl} - Проверить статусы друзей можно во вкладке 'Список' {nl} - Приглашать, Отклонять приглашения и Блокировать можно во вкладке 'Управление' {/}
UI_20150317_000213	{@st41b}Показывать только тех, кто в сети{/}
UI_20150317_000214	{@st41b}Список
UI_20150317_000215	{@st41b}Управление
UI_20150317_000216	{@st41b}Послать запрос Дружбы
UI_20150317_000217	{@st41b}Блокировать
UI_20150317_000218	{@st59}Искать{/}
UI_20150317_000219	{@st44}Гильдия{/}
UI_20150317_000220	Гильдия
UI_20150317_000221	Список
UI_20150317_000222	Новости
UI_20150317_000223	Миссия Гильдии
UI_20150317_000224	Участники в сети
UI_20150317_000225	{@st44}Создать Гильдию{/}
UI_20150317_000226	{@st42}Создать{/}
UI_20150317_000227	{@st42}Закрыть{/}
UI_20150317_000228	{@st42}Все{/}
UI_20150317_000229	{@st42}Рейтинг за день{/}
UI_20150317_000230	{@st42}Рейтинг за неделю{/}
UI_20150317_000231	{@st56} Ранг {/}
UI_20150317_000232	{@st56}Очки{/}
UI_20150317_000233	{@st56}Класс{/}
UI_20150317_000234	{@st56} Имя {/}
UI_20150317_000235	Предыдущая страница
UI_20150317_000236	Следующая страница
UI_20150317_000237	{@st42}Поиск ID{/}
UI_20150317_000238	Введите ID для поиска
UI_20150317_000239	Закрыть Зал Славы
UI_20150317_000240	Введите ID для поиска
UI_20150317_000241	{@st59} Выносливость {/}
UI_20150317_000242	{@st43}Раздел помощи{/}
UI_20150317_000243	{@st59}Закрыть Раздел помощи {/}
UI_20150317_000244	{@st59b} Раздел помощи {nl} {@st59s}- Прочитать статью снова {nl}  - Выберите статью для подробного описания {/}
UI_20150317_000245	{@st43}{s22}Помощь{/}
UI_20150317_000246	{@st47_b}{b}Статьи Раздела Помощь{/}
UI_20150317_000247	{@st42b}Основные подсказки{/}
UI_20150317_000248	{@st59}Посмотреть подробнее{/}
UI_20150317_000249	Пожалуйста, введите количество
UI_20150317_000250	{@st59}Введите содержание{/}
UI_20150317_000251	{@st41b}OK
UI_20150317_000252	{@st59}Подтвердить {/}
UI_20150317_000253	{@st41b}Закрыть
UI_20150317_000254	{@st59}Отмена {/}
UI_20150317_000255	{@st43}Портал{/}
UI_20150317_000256	{@st59}Закрыть окно Портала{/}
UI_20150317_000257	Портал {@st59b} {nl} {@st59s} - Портал поможет переместиться в другую локацию {nl} - При наличии более чем 2 локаций с порталами, порталы активируются {nl} {/}
UI_20150317_000258	{@st41}Текущая локация : %s{/}
UI_20150317_000259	{@st43}{s22}Портал{/}
UI_20150317_000260	{@st41b}Хотите переместиться в эту локацию?{/}
UI_20150317_000261	Что насчет луча Саула
UI_20150317_000262	Монет потрачено : 0
UI_20150317_000263	Вступление
UI_20150317_000264	{@st43}Инвентарь{/}
UI_20150317_000265	{@st59}ЗАкрыть Инвентарь{/}
UI_20150317_000266	Амуниция {@st59b} {nl} {@st59s}-Прическа/Костюм: амуниция для смены внешности {nl} -Оружие: Можно использовать одноручное и двуручное Оружие  {nl} (Вспомогательное оружие/Щит Можно сочетать с одноручным оружием) {nl} -Броня: Доспех, Набедренники, Перчатки, Обувь {nl} -Аксессуары: Можно носить 1 Ожерелье 2 Браслета {nl} {/}
UI_20150317_000267	{@st59}Украшение для волос 1{/}
UI_20150317_000268	{@st59}Украшение для волос 2 {/}
UI_20150317_000269	{@st59}Ожерелье {/}
UI_20150317_000270	{@st59}Костюм{/}
UI_20150317_000271	{@st59}Доспех {/}
UI_20150317_000272	{@st59}Перчатки {/}
UI_20150317_000273	{@st59}Набедренники{/}
UI_20150317_000274	{@st59}Обувь {/}
UI_20150317_000275	{@st59}Левая рука {/}
UI_20150317_000276	{@st59}Праввая Рука {/}
UI_20150317_000277	{@st59}Браслет 1 {/}
UI_20150317_000278	{@st59}Браслет 2 {/}
UI_20150317_000279	{@st59}Повязка на руку{/}
UI_20150317_000280	{@st59}Искать по введенному названию{/}
UI_20150317_000281	Вес
UI_20150317_000282	Зачарование Амуниции
UI_20150317_000283	{@st59}Закрыть окно починки Амуниции{/}
UI_20150317_000284	{@st42}Доступно для Зачарования
UI_20150317_000285	{@st42}Израсходовать{/}
UI_20150317_000286	{@st42}Бежать
UI_20150317_000287	{@st42}Взять в цель предмет{/}
UI_20150317_000288	Кольцо 1 {@st59} {/}
UI_20150317_000289	{@st43}Изготовление предметов{/}
UI_20150317_000290	{@st42b} Показывать только готовые к изготовлению {/}
UI_20150317_000291	{@st59}Закрыть окно Изготовления предметов {/}
UI_20150317_000292	{@st43}{s22}Разделить предметы
UI_20150317_000293	{@st59}Введите количество{/}
UI_20150317_000294	Полоска здоровья монстра
UI_20150317_000295	{@st44}Предмет из набора получен{/}
UI_20150317_000296	Клавиатурный воин
UI_20150317_000297	Убить
UI_20150317_000298	99 минут 99 секунд
UI_20150317_000299	38000 Очков
UI_20150317_000300	Улучшенное зелье скорости
UI_20150317_000301	{@st41}OK {/}
UI_20150317_000302	{@st59b} Журнал приключений {nl}{@st59s}- Игровой процесс записывается в Журнале приключений {nl} - Повышайте индекс приключений с помощью новых предметов, монстров, изготовления вещей, исследования локаций, игрового процесса {nl}    Adventure Index : Sum of all indices {nl}    Character : 5 points per level and class level {nl}    Item : Equipment: Level X 10 points, Book : 10 points, Others : 1 point {nl}    Monster : 10 points per monster (Boss: 50 points) {nl}    Map : 1 point per 10% {nl}    Quest: 1 point per quest {nl}    Achievement: Varies by achievement {nl}    Crafting : 10 points {nl}    Collection : Deck 5 points, 45 points when complete {nl} - Receive rewards from town NPC depending on the Adventure Index {/}
UI_20150317_000303	{@sti7}{s22}{ds}Достижения{/}
UI_20150317_000304	{@st42b}{#22FF22} Топ 10% / %s Очки{/}
UI_20150317_000305	{@st42b} Средние / %s Очки {/}
UI_20150317_000306	1-ый / %s Очки
UI_20150317_000307	Ранг %s
UI_20150317_000308	%s Очки
UI_20150317_000309	Профессия
UI_20150317_000310	Команда
UI_20150317_000311	{@st59}Закрыть Журнал приключений{/}
UI_20150317_000312	{@st43}Рейтинг Журнала приключений{/}
UI_20150317_000313	{@st43}{s22}Ранг   
UI_20150317_000314	{@st43}{s22}Имя
UI_20150317_000315	{@st43}{s22}Счёт
UI_20150317_000316	{@st41}Подробнее{/}
UI_20150317_000317	{@st43}Начать изготовление{/}
UI_20150317_000318	{@st59}Начать создание предмета.{/}
UI_20150317_000319	{@st44}Клавиатура{/}
UI_20150317_000320	{@st42}Лимит времени
UI_20150317_000321	{@st56}Убийство{/}
UI_20150317_000322	{@st56}Изничтожение{/}
UI_20150317_000323	{@st56}Выстрел{/}
UI_20150317_000324	{@st56}Смерть{/}
UI_20150317_000325	Сила заклинания
UI_20150317_000326	Защита
UI_20150317_000327	Магическая защита
UI_20150317_000328	Шанс критического попадания
UI_20150317_000329	{@st43}Слоты{/}
UI_20150317_000330	{@st59}Закрыть меню слотов{/}
UI_20150317_000331	Пожалуйста, поместите ваши предметы
UI_20150317_000332	Потенциал
UI_20150317_000333	Цена еще одного слота : {#ff9933}%s{/}{nl}Цена извлечения камня : {#ff9933}%s{/}
UI_20150317_000334	{@st41b}Добавить слот
UI_20150317_000335	{@st41b}Извлечь камень
UI_20150317_000336	{@st41}Изготовить{/}
UI_20150317_000337	{@st41}%s %s ea
UI_20150317_000338	Карта местности
UI_20150317_000339	Локация исследована : 95.5%
UI_20150317_000340	{@st45tw}Локация исследована %s% {/}
UI_20150317_000341	{@st59}Закрыть карту (M){/}
UI_20150317_000342	{@st41}Карта{/}
UI_20150317_000343	Shift(clear), Ctrl(mid fill)
UI_20150317_000344	{ol}Заголовок
UI_20150317_000345	{@st41}Добавить{/}
UI_20150317_000346	{@st41}Удалить{/}
UI_20150317_000347	{@st41}Сохраниить{/}
UI_20150317_000348	{@st41}Авто{/}
UI_20150317_000349	{@st41}Сбросить{/}
UI_20150317_000350	{@st59}Установить количство.{/}
UI_20150317_000351	{ol}Группа
UI_20150317_000352	{ol}Сообщение
UI_20150317_000353	{ol}Звук
UI_20150317_000354	{@st41}Создать миникарту{/}
UI_20150317_000355	{@st55}Карта местности
UI_20150317_000356	{@st43}{s22}Рынок{/}
UI_20150317_000357	{@st43}{s24}Рынок{/}
UI_20150317_000358	{@st42b}Группа{/}
UI_20150317_000359	{@st42b}Тип{/}
UI_20150317_000360	{@st42b}Уровень экипировки{/}
UI_20150317_000361	{@st42b}Улучшения{/}
UI_20150317_000362	{@st42b}Название
UI_20150317_000363	{@st41b}Управление предметами%s
UI_20150317_000364	{@st41b}Продать
UI_20150317_000365	{@st41b}Поиск
UI_20150317_000366	{@st59}Закрыть меню рынка{/}
UI_20150317_000367	{@st42b} Сортировать по
UI_20150317_000368	{@st41b}Предметы на продажу
UI_20150317_000369	{@st43}{s22}Меню предметов
UI_20150317_000370	{@st41b}Получить всё
UI_20150317_000371	{@st41b} Получить
UI_20150317_000372	{@st43}{s22}Продать
UI_20150317_000373	{@st42b}Кол-во
UI_20150317_000374	{@st42b}Цена
UI_20150317_000375	{@st42b}Спрятать имя продавца{/}
UI_20150317_000376	{@st41b}Зарегистрировать
UI_20150317_000377	Осадные монеты
UI_20150317_000378	Кто-то убил кого-то
UI_20150317_000379	{@st43}Мини-игры{/}
UI_20150317_000380	{@st49}Огненная катапульта{/}
UI_20150317_000381	{@st44}Контроль направления{/}
UI_20150317_000382	{@st44}Огонь{/}
UI_20150317_000383	Мини-игры
UI_20150317_000384	{s18}{ol}{gr gradation1}Спрятать и искать мини-игры{/}
UI_20150317_000385	{s16}Хотите ли вы присоеденится к мини-игре?
UI_20150317_000386	{s16}Участники : (0/5)
UI_20150317_000387	{s16}Участники : (%s /%s)
UI_20150317_000388	{s16}Игра начнётся через 1 секунду.
UI_20150317_000389	{s16}Игра начнётся через %s секунд.
UI_20150317_000390	{@st59}Приблизить{/}
UI_20150317_000391	{@st59}Отдалить{/}
UI_20150317_000392	{@st59}Карта (M){/}
UI_20150317_000393	{@st42b} Карта местности
UI_20150317_000394	{@st44}Синтезатор предметов{/}
UI_20150317_000395	{s16}{#FFcc66}{ol}Пожалуйста, выберите предмет который хотите создать{/}
UI_20150317_000396	{s16}{#FFcc66}{ol}Переместите предметы в слоты
UI_20150317_000397	{@st42}Создать{/}
UI_20150317_000398	{@st42} Отмена {/}
UI_20150317_000399	Информация о %s
UI_20150317_000400	Kepa или ...
UI_20150317_000401	{@st41}{Details}
UI_20150317_000402	{s20}{#050505}Описание Монстра Описание Монстра Описание Монстра Описание Монстра 
UI_20150317_000403	{@st41} Kill {/}
UI_20150317_000404	{@st41} Overkill {/}
UI_20150317_000405	{@st41} Normal Kill {/}
UI_20150317_000406	{@st41} Местность {/}
UI_20150317_000407	{@st41} Предмет {/}
UI_20150317_000408	{@st41} Достижения {/}
UI_20150317_000409	Объект
UI_20150317_000410	{@st43}Некрономикон{/}
UI_20150317_000411	{@st59}Закрыть Некрономикон UI{/}
UI_20150317_000412	{@st59}Я слишком ленив, чтобы думать.{/}
UI_20150317_000413	Призыв предмета : {#ffcc33}%s{/}
UI_20150317_000414	Undead Harpy
UI_20150317_000415	Умение : %s
UI_20150317_000416	Умение 1, Умение 2
UI_20150317_000417	Необходимо частей : %s
UI_20150317_000418	Зверь 60 / Насекомое 20/ Мутант 10
UI_20150317_000419	Количество фрагментов
UI_20150317_000420	Части 1
UI_20150317_000421	Части 2
UI_20150317_000422	Части 3
UI_20150317_000423	Поздравляем! Вы повысили уровень.
UI_20150317_000424	Оповещение о предмете
UI_20150317_000425	{@st64}Подробнее{/}
UI_20150317_000426	Как играть
UI_20150317_000427	{@st42}{b}      Переместите персонажа в каждом направлении{/}
UI_20150317_000428	{@st42}{b}      Атакуйте простой атакой{/}
UI_20150317_000429	{@st42}{b}         Прыгните на месте {nl}          или в движении{/}
UI_20150317_000430	{@st42}{b}Используйте 2 кнопки одновременно для движения по диагонали{/}
UI_20150317_000431	Fog Map Tool
UI_20150317_000432	Tool for killing monsters
UI_20150317_000433	Tool for making minimap
UI_20150317_000434	Dialogue tool
UI_20150317_000435	{@st43}GM Settings{/}
UI_20150317_000436	{@st59}Закрыть Информацию о Группе{/}
UI_20150317_000437	{@st59b} Информация о Группе {nl} {@st59s} - Для создания своей Группы нажмите кнопку 'Создать Группу' ниже {nl} - Чтобы пригласить другого игрока, щеклните на нем правой кнопкой мыши {nl} - Нистройки группы можно изменить во вкладке настроек {nl} - Подтвердите условия для поиска группы в Списке Открытых Групп {/}
UI_20150317_000438	{@st43}Информация о Группе{/}
UI_20150317_000439	{@st41b}Участники{/}
UI_20150317_000440	{@st41b} Групповое событие {/}
UI_20150317_000441	{@st41b}Настройки{/}
UI_20150317_000442	{@st41}Участники{/}
UI_20150317_000443	{@st41}Условия для вступления в группу
UI_20150317_000444	{@st41b}Открытая
UI_20150317_000445	{@st41b}Приватная
UI_20150317_000446	Уровень                                ~
UI_20150317_000447	{@st41}Распределение Предметов
UI_20150317_000448	{@st41b}Каждому
UI_20150317_000449	{@st41b}Попорядку
UI_20150317_000450	{@st41b}Случайно
UI_20150317_000451	{@st41}Распределение Опыта
UI_20150317_000452	{@st41b}Каждому
UI_20150317_000453	{@st41b}Поровну
UI_20150317_000454	{@st41b}С учетом уровня
UI_20150317_000455	{@st41}Разделять Задания
UI_20150317_000456	{@st41b}Включить
UI_20150317_000457	{@st41b}Выключить
UI_20150317_000458	{@st41b}Создать Группу
UI_20150317_000459	{@st43} Список Открытых Групп {/}
UI_20150317_000460	{@st59b} Список Открытых Групп {nl} {@st59s} - Искать подходящие группы {nl} - Использовать дополнительные условия для поиска подходящей группы {/}
UI_20150317_000461	{@st59}Закрыть Список Групп{/}
UI_20150317_000462	Использовать опции поиска
UI_20150317_000463	Деление заданий 
UI_20150317_000464	Рапределение Опыта
UI_20150317_000465	Рапределение Предметов
UI_20150317_000466	{@st43}Пригласить
UI_20150317_000467	{@st41b}Пригласить{/}
UI_20150317_000468	{s18}{ol}{gr gradation1}Правила отключения{/}
UI_20150317_000469	{ol}Условия для принятия правил
UI_20150317_000470	{ol}Действия для принятия правил
UI_20150317_000471	Введите названия правила
UI_20150317_000472	{Gr gradation1}Регистрация{/}
UI_20150317_000473	ЗАрегистрировать правила
UI_20150317_000474	{Gr gradation1}Отмена{/}
UI_20150317_000475	Отменить действие
UI_20150317_000476	{@st43}Информация Компаньона
UI_20150317_000477	{@st59b} Информация Компаньона {nl} {@st59s} - кнопку сон / активность можно переместить в меню Компаньона {nl} - характеристики Компаньона, предметы связанные с таймером {/}
UI_20150317_000478	{@st59}Закрыть информацию Компаньона{/}
UI_20150317_000479	{@st41b}Имя : {@sti9}%s{/}
UI_20150317_000480	Дружба{@sti9}%s{@st41b} : {@sti9}%s {@st41b}Level{/}
UI_20150317_000481	Опыт {@st41b} {/}
UI_20150317_000482	{@st41b} выносливость {/}
UI_20150317_000483	Привязанность {@st41b} {/}
UI_20150317_000484	{@st41b}Атрибуты и информация
UI_20150317_000485	{@st43}Компаньон{/}
UI_20150317_000486	{@st59b} Компаньона {nl} {@st59s} - кликните по предмету в списки для подробностей {/}
UI_20150317_000487	{@st59}Закрыть окно Компаньона{/}
UI_20150317_000488	{@st59}Закрыть окно Помощи{/}
UI_20150317_000489	{@st59}Помощь{nl} - Узнать больше{nl} - Выберите в списке Помощи, чтобы посмотреть другие статьи{/}
UI_20150317_000490	{@st43}Помощь{/}
UI_20150317_000491	Статьи
UI_20150317_000492	{ol}{#AAAA00}{s16}Времени потрачено : %s
UI_20150317_000493	{@st43}Горшок с Ядом{/}
UI_20150317_000494	{@st59}Закрыть окно Горшка с Ядом{/}
UI_20150317_000495	{@st59}Необходимо написать{/}
UI_20150317_000496	Количество яда: %s
UI_20150317_000497	Предметы, из которых можно изготовить яд
UI_20150317_000498	Выбрать все
UI_20150317_000499	Кликните еще раз, чтобы отменить выбор
UI_20150317_000500	Создание
UI_20150317_000501	мешаем мешаем смешиваем и перемешиваем
UI_20150317_000502	{@st43}Категория{/}
UI_20150317_000503	{@st43}Я{/}
UI_20150317_000504	{@st43}Объект{/}
UI_20150317_000505	{@st43}Уровень{/}
UI_20150317_000506	{@st43}Деньги{/}
UI_20150317_000507	{@st43}Рейтинг{/}
UI_20150317_000508	{@st43}Прцент побед в PvP{/}
UI_20150317_000509	{@st59}Закрыть окно{/}
UI_20150317_000510	{@sti5}Общее количество приобретаемого: %s{/}
UI_20150317_000511	{@sti5}Общее количество : %s{/}
UI_20150317_000512	{@st41b} Приобрести
UI_20150317_000513	{@st43} Получены материалы для изготовления предмета!
